id,Time,Is_CH,who CH,Dist_To_CH,ADV_S,ADV_R,JOIN_S,JOIN_R,SCH_S,SCH_R,Rank,DATA_S,DATA_R,Data_Sent_To_BS,dist_CH_To_BS,send_code,Expaned Energy,Attack type
902055,2803,1,902100,0.0,1,27,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
305072,2203,1,305072,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
306025,2503,1,306025,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
303055,1503,1,303055,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
108035,2803,1,108035,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
301025,2003,1,301025,0.0,1,25,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
303025,1203,1,303025,0.0,1,20,0,15,1,0,0,0,850,0,0.0,0.0,0.005,Blackhole
307035,2203,1,307035,0.0,1,22,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
302035,2503,1,302035,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
302055,2203,1,302055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
305022,1853,1,305022,0.0,1,20,0,0,1,0,0,0,1200,0,0.0,0.0,0.00652,Blackhole
305049,2703,1,305049,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
403015,1853,1,403015,0.0,1,7,0,2,2,0,0,0,0,0,0.0,0.0,0.0063,TDMA
205078,1253,1,205078,0.0,1,8,0,15,15,0,0,0,0,0,0.0,0.0,0.0072,TDMA
507034,3303,1,507100,0.0,1,8,0,10,10,0,0,0,0,0,0.0,0.0,0.00655,TDMA
601025,3203,1,601025,0.0,1,5,0,20,20,0,0,0,0,0,0.0,0.0,0.00725,TDMA
402050,2503,1,402050,0.0,1,10,0,20,20,0,0,0,0,0,0.0,0.0,0.01089,TDMA
306032,1803,1,306032,0.0,1,5,0,15,15,0,0,0,0,0,125.432,0.0,0.00732,TDMA
305022,1803,1,305022,0.0,1,6,0,25,25,0,0,0,1200,0,180.5,0.0,0.00723,TDMA
306035,2003,1,306035,0.0,1,6,0,25,25,0,0,0,0,0,0.0,0.0,0.00632,TDMA
703055,4503,1,703055,0.0,1,8,0,10,10,0,0,0,200,0,150.234,0.0,2.89132,TDMA
503045,2203,1,503045,0.0,1,5,0,10,10,0,0,0,0,0,0.0,0.0,0.00655,TDMA
116052,753,0,116030,25.6444,0,6,1,0,0,1,36,30,0,0,0.0,2.0,0.05381,TDMA
303045,2203,1,303045,0.0,1,6,0,10,10,0,0,0,0,0,0.0,0.0,0.00715,TDMA
304050,2003,1,304050,0.0,1,8,0,10,10,0,0,0,0,0,0.0,0.0,0.0065,TDMA
505033,2503,1,505033,0.0,1,7,0,15,15,0,0,0,0,0,0.0,0.0,0.00685,TDMA
403025,1753,1,403025,0.0,1,6,0,12,12,0,0,0,0,0,0.0,0.0,0.00712,TDMA
302045,1503,1,302045,0.0,1,5,0,10,10,0,0,0,0,0,0.0,0.0,0.0072,TDMA
609045,3503,1,609045,0.0,1,5,0,15,15,0,0,0,0,0,0.0,0.0,0.00732,TDMA
403050,2203,1,403050,0.0,1,6,0,25,25,0,0,0,0,0,0.0,0.0,0.00685,TDMA
306082,1853,1,306082,0.0,1,7,0,8,8,0,0,0,0,0,0.0,0.0,0.0072,TDMA
304032,2203,1,304032,0.0,1,7,0,15,15,0,0,0,0,0,0.0,0.0,0.00721,TDMA
303050,2153,1,303050,0.0,1,8,0,15,15,0,0,0,0,0,0.0,0.0,0.00712,TDMA
302050,1200,1,302050,0.0,1,15,0,10,10,0,0,0,0,0,0.0,0.0,0.0073,TDMA
406032,2203,1,406032,0.0,1,7,0,18,18,0,0,0,0,0,0.0,0.0,0.00723,TDMA
302055,1803,1,302055,0.0,1,7,0,12,12,0,0,0,150,0,145.321,0.0,2.12345,TDMA
302045,1503,1,302045,0.0,1,8,0,15,15,0,0,0,0,0,0.0,0.0,0.00725,TDMA
503045,753,1,503045,0.0,18,28,0,0,0,0,0,0,0,13,150.234,0.0,0.23456,Flooding
503045,753,1,503045,0.0,25,20,0,15,1,0,0,0,980,0,130.5,0.0,2.12345,Flooding
203045,653,1,203045,0.0,15,28,0,0,0,1,0,0,350,350,120.543,0.0,2.98765,Flooding
101025,753,1,101025,0.0,15,28,0,0,0,0,0,0,0,0,150.234,0.0,0.25678,Flooding
901025,553,1,901025,0.0,10,25,0,0,0,0,0,0,0,13,180.345,0.0,1.56789,Flooding
503025,753,1,503025,0.0,22,28,0,0,0,0,0,0,0,13,120.567,0.0,1.35478,Flooding
501045,703,1,501045,0.0,18,28,0,0,0,1,0,0,0,0,150.234,0.0,1.52345,Flooding
503075,703,1,503075,0.0,25,28,0,0,0,1,0,0,0,13,145.678,0.0,0.25632,Flooding
403025,1203,1,403025,0.0,25,28,0,0,0,1,0,0,0,13,120.543,0.0,2.54321,Flooding
701034,553,1,701034,0.0,25,20,0,5,1,0,0,0,300,0,140.234,0.0,2.56789,Flooding
403025,1253,1,403025,0.0,15,28,0,0,0,1,0,0,0,0,150.234,0.0,1.34567,Flooding
801099,1203,1,801099,0.0,25,28,0,0,0,0,0,0,0,13,99.4779,0.0,0.22345,Flooding
601034,453,1,601034,0.0,15,28,0,0,0,0,0,0,0,0,120.543,0.0,0.45678,Flooding
402035,703,1,402035,0.0,17,25,0,0,0,0,0,0,0,13,110.543,0.0,0.35721,Flooding
603089,1103,1,603089,0.0,20,28,0,0,0,0,0,0,0,13,110.234,0.0,0.89214,Flooding
603074,803,1,603074,0.0,25,22,0,5,1,0,0,0,900,0,190.543,0.0,2.89012,Flooding
403075,853,1,403075,0.0,18,27,0,0,0,0,0,0,0,13,110.234,0.0,0.45678,Flooding
503012,753,1,503012,0.0,20,28,0,0,0,1,0,0,0,13,110.234,0.0,1.56789,Flooding
601045,353,1,601045,0.0,20,25,0,0,0,1,0,0,0,0,150.234,0.0,2.12345,Flooding
701025,953,1,701025,0.0,15,28,0,0,0,0,0,0,0,13,120.543,0.0,0.25432,Flooding
402075,1203,1,402075,0.0,15,28,0,0,0,1,0,0,350,0,140.234,0.0,2.54012,Flooding
303075,753,1,303075,0.0,25,28,0,0,0,0,0,0,0,13,135.582,0.0,0.23572,Flooding
503045,753,1,503045,0.0,20,25,0,0,0,0,0,0,0,13,145.234,0.0,0.32145,Flooding
703025,353,1,703025,0.0,25,28,0,0,0,0,0,0,0,13,150.789,0.0,0.25123,Flooding
403012,953,1,403012,0.0,14,25,0,0,0,0,0,0,0,0,150.234,0.0,2.34567,Flooding
301045,2503,1,301045,0.0,1,25,0,0,0,0,0,0,0,0,1.0,0.0,0.02567,Grayhole
101005,2303,1,101100,0.0,1,25,0,0,0,0,0,0,0,0,140.123,0.0,0.03521,Grayhole
305032,2753,1,305032,0.0,1,24,0,0,0,0,0,0,0,0,120.567,0.0,0.03521,Grayhole
301007,1203,1,301007,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.035,Grayhole
201055,2303,1,201100,0.0,1,25,0,0,0,0,0,0,0,0,120.5,0.0,0.025,Grayhole
304055,2303,1,304055,0.0,1,25,0,0,0,0,0,0,0,0,130.567,0.0,0.03456,Grayhole
302078,2503,1,302078,0.0,1,25,0,0,0,0,0,0,0,0,130.521,0.0,0.03214,Grayhole
307055,1853,1,307055,0.0,1,20,0,0,0,0,0,0,0,0,150.0,0.0,0.025,Grayhole
101035,3003,1,101035,0.0,1,28,0,0,0,0,0,0,0,0,150.0,0.0,0.035,Grayhole
303055,2753,1,303055,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0285,Grayhole
503025,2703,1,503025,0.0,1,25,0,0,0,0,0,0,0,0,135.234,0.0,0.03456,Grayhole
307055,2703,1,307055,0.0,1,25,0,0,0,0,0,0,0,0,1.0,0.0,0.03456,Grayhole
502035,1503,1,502035,0.0,1,25,0,0,0,0,0,0,0,0,130.234,0.0,0.02345,Grayhole
305025,2203,1,305025,0.0,1,23,0,0,0,0,0,0,0,0,140.123,0.0,0.032,Grayhole
507035,2503,1,507100,0.0,1,25,0,0,0,0,0,0,0,0,120.567,0.0,0.03125,Grayhole
301055,2353,1,301055,0.0,1,27,0,0,0,0,0,0,0,0,150.0,0.0,0.03521,Grayhole
201035,1853,1,201035,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.03456,Grayhole
203045,2503,1,203100,0.0,1,26,0,0,0,0,0,0,0,0,130.567,0.0,0.03215,Grayhole
205032,2203,1,205100,0.0,1,27,0,0,0,0,0,0,0,0,145.678,0.0,0.03542,Grayhole
905035,3303,1,905100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.02707,Grayhole
707065,2853,1,707065,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03215,Grayhole
203055,2503,1,203055,0.0,1,25,0,0,0,0,0,0,0,0,150.0,0.0,0.035,Grayhole
201035,2803,1,201035,0.0,1,24,0,0,0,0,0,0,0,0,140.234,0.0,0.04567,Grayhole
802035,2503,1,802035,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.03875,Grayhole
101050,2003,1,101050,0.0,1,20,0,0,0,0,0,0,0,0,120.5,0.0,0.035,Grayhole
203055,2203,1,203055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
903045,2253,1,903045,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
601025,2203,1,601100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
906075,2453,1,906075,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
705089,2503,1,705089,0.0,1,24,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
107045,2203,1,107045,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
101050,2503,1,101050,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
403025,2753,1,403025,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
907045,2953,1,907045,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
804037,2203,1,804037,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
803045,2503,1,803100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
804032,2203,1,804100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
903055,2203,1,903055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
805023,2953,1,805023,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
903052,2753,1,903052,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
101025,2753,1,101025,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
901035,2203,1,901035,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
401032,2803,1,401032,0.0,1,28,0,0,0,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
403087,2503,1,403087,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
707023,2503,1,707100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
503025,1803,1,503100,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
305022,2753,1,305022,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
305072,2853,1,305072,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
802005,2703,1,802005,0.0,1,5,0,18,1,0,0,0,0,0,0.0,0.0,0.00675,Blackhole
703025,2953,1,703100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
305032,2203,1,305032,0.0,1,9,0,5,5,0,0,0,0,0,110.543,0.0,0.00635,TDMA
505023,2503,1,505023,0.0,1,6,0,20,20,0,0,0,150,0,150.321,0.0,1.98765,TDMA
303010,1203,1,303010,0.0,1,5,0,35,35,0,0,0,50,0,150.234,0.0,0.00715,TDMA
705045,4003,1,705045,0.0,1,7,0,15,15,0,0,0,0,0,120.5,0.0,0.0071,TDMA
303075,2003,1,303075,0.0,1,7,0,25,25,0,0,0,0,0,0.0,0.0,0.0073,TDMA
305092,2203,1,305092,0.0,1,8,0,20,20,0,0,0,0,0,0.0,0.0,0.00718,TDMA
504075,2353,1,504075,0.0,1,8,0,18,18,0,0,0,0,0,0.0,0.0,0.0075,TDMA
702055,1853,1,702055,0.0,1,7,0,19,19,0,0,0,0,0,0.0,0.0,0.00678,TDMA
307050,2103,1,307050,0.0,1,8,0,15,15,0,0,0,0,0,0.0,0.0,0.00725,TDMA
303050,2203,1,303050,0.0,1,6,0,30,30,0,0,0,0,0,0.0,0.0,0.00695,TDMA
305078,3203,1,305078,0.0,1,7,0,15,15,0,0,0,0,0,0.0,0.0,0.00715,TDMA
305023,2203,1,305023,0.0,1,15,0,30,30,0,0,0,0,0,0.0,0.0,0.00635,TDMA
302050,1803,1,302050,0.0,1,5,0,20,20,0,0,0,0,0,0.0,0.0,0.00625,TDMA
703050,3503,1,703050,0.0,1,5,0,20,20,0,0,0,0,0,0.0,0.0,0.00725,TDMA
405030,2253,1,405030,0.0,1,6,0,6,6,0,0,0,150,0,150.0,0.0,0.00725,TDMA
301045,2853,1,301045,0.0,1,4,0,15,15,0,0,0,0,0,0.0,0.0,0.00725,TDMA
302056,1403,1,302056,0.0,1,7,0,15,15,0,0,0,0,0,0.0,0.0,0.00718,TDMA
307045,2503,1,307045,0.0,1,10,0,12,12,0,0,0,0,0,120.5,0.0,0.0065,TDMA
308032,2103,1,308032,0.0,1,8,0,10,10,0,0,0,0,0,0.0,0.0,0.00732,TDMA
303055,2003,1,303055,0.0,1,7,0,5,5,0,0,0,0,0,0.0,0.0,0.00655,TDMA
305045,1753,1,305045,0.0,1,5,0,12,12,0,0,0,0,0,0.0,0.0,0.00655,TDMA
802055,2203,1,802055,0.0,1,10,0,25,25,0,0,0,0,0,0.0,0.0,0.00735,TDMA
402034,1253,1,402034,0.0,1,7,0,25,25,0,0,0,0,0,0.0,0.0,0.00723,TDMA
307045,1853,1,307045,0.0,1,7,0,15,15,0,0,0,0,0,150.321,0.0,0.00725,TDMA
302045,1353,1,302045,0.0,1,5,0,15,15,0,0,0,0,0,150.234,0.0,0.0075,TDMA
503045,653,1,503045,0.0,18,25,0,0,0,1,0,0,0,0,110.234,0.0,1.45678,Flooding
501032,703,1,501032,0.0,25,28,0,0,0,0,0,0,0,0,140.234,0.0,1.56789,Flooding
503025,1103,1,503025,0.0,25,28,0,0,0,0,0,0,0,0,120.5,0.0,0.35,Flooding
403075,1203,1,403075,0.0,25,28,0,0,0,0,0,0,0,13,150.234,0.0,1.52345,Flooding
603045,953,1,603045,0.0,25,28,0,0,0,0,0,0,0,0,150.789,0.0,0.35621,Flooding
903045,1203,1,903045,0.0,30,28,0,0,0,0,0,0,0,13,170.543,0.0,0.26789,Flooding
803045,1153,1,803045,0.0,15,28,0,0,0,0,0,0,0,0,145.234,0.0,0.23456,Flooding
403025,853,1,403025,0.0,15,28,0,0,0,0,0,0,0,0,150.234,0.0,2.89543,Flooding
503045,753,1,503045,0.0,18,28,0,0,0,0,0,0,0,13,150.234,0.0,0.32145,Flooding
503099,753,1,503099,0.0,15,25,0,0,0,0,0,0,0,13,140.234,0.0,0.34567,Flooding
503025,653,1,503025,0.0,15,25,0,0,0,0,0,0,0,13,140.234,0.0,0.35678,Flooding
403075,753,1,403075,0.0,15,28,0,0,0,0,0,0,0,13,110.543,0.0,0.25089,Flooding
602034,703,1,602034,0.0,25,28,0,0,0,0,0,0,0,13,88.4779,0.0,0.23485,Flooding
602034,1203,1,602034,0.0,25,28,0,0,0,0,0,0,0,13,145.789,0.0,0.23456,Flooding
303045,503,1,303045,0.0,15,28,0,0,0,1,0,0,0,13,145.234,0.0,0.52345,Flooding
502078,753,1,502078,0.0,12,28,0,0,0,0,0,0,0,13,150.234,0.0,0.23456,Flooding
901025,503,1,901025,0.0,25,28,0,0,0,0,0,0,0,13,120.416,0.0,0.23456,Flooding
601025,753,1,601025,0.0,15,28,0,0,0,0,0,0,0,13,140.234,0.0,0.92345,Flooding
402035,603,1,402035,0.0,12,28,0,0,0,0,0,0,0,13,140.234,0.0,0.25678,Flooding
303045,603,1,303045,0.0,25,20,0,0,0,0,0,0,0,13,170.563,0.0,0.27852,Flooding
403025,503,1,403025,0.0,15,28,0,0,0,0,0,0,0,13,145.789,0.0,0.22543,Flooding
403025,703,1,403025,0.0,12,25,0,0,0,0,0,0,0,13,145.234,0.0,0.23456,Flooding
602034,1203,1,602034,0.0,25,28,0,0,0,0,0,0,0,0,13.0,0.0,0.225,Flooding
503025,1203,1,503025,0.0,12,26,0,0,0,0,0,0,0,13,165.321,0.0,1.35245,Flooding
903025,753,1,903025,0.0,17,25,0,3,1,0,0,0,0,0,150.234,0.0,1.75321,Flooding
307055,2703,1,307055,0.0,1,24,0,0,0,0,0,0,0,0,110.55,0.0,0.05234,Grayhole
603096,2503,1,603096,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.03215,Grayhole
101050,2503,1,101100,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.02512,Grayhole
203045,1753,1,203045,0.0,1,24,0,0,1,0,0,0,0,0,1.0,0.0,0.025,Grayhole
1001001,2003,1,1001001,0.0,1,25,0,0,0,0,0,0,0,0,150.0,0.0,0.02345,Grayhole
307055,2503,1,307055,0.0,1,26,0,0,0,0,0,0,0,0,120.5,0.0,0.03521,Grayhole
305029,2553,1,305029,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03521,Grayhole
306083,1753,1,306100,0.0,1,23,0,0,0,0,0,0,0,0,140.234,0.0,0.03521,Grayhole
305037,2153,1,305037,0.0,1,24,0,0,0,0,0,0,0,0,120.5,0.0,0.03521,Grayhole
303025,1503,1,303100,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.03521,Grayhole
503050,2703,1,503100,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.02537,Grayhole
307045,2303,1,307045,0.0,1,24,0,0,0,0,0,0,0,0,140.234,0.0,0.02567,Grayhole
402035,2203,1,402035,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.015,Grayhole
301055,1203,1,301055,0.0,1,20,0,0,1,0,0,0,0,0,45.0,0.0,0.03215,Grayhole
201005,1753,1,201005,0.0,1,23,0,0,0,0,0,0,0,0,140.234,0.0,0.02567,Grayhole
203055,2503,1,203055,0.0,1,24,0,0,1,0,0,0,0,0,150.234,0.0,0.03215,Grayhole
303055,2703,1,303100,0.0,1,25,0,0,0,0,0,0,0,0,120.5,0.0,0.035,Grayhole
901035,2503,1,901035,0.0,1,27,0,0,0,0,0,0,0,0,110.523,0.0,0.03456,Grayhole
303050,1503,1,303050,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.025,Grayhole
605032,2903,1,605032,0.0,1,26,0,0,0,0,0,0,0,0,150.789,0.0,0.03521,Grayhole
203045,2203,1,203045,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.01234,Grayhole
403057,2503,1,403057,0.0,1,25,0,0,0,0,0,0,0,0,120.5,0.0,0.025,Grayhole
101050,3203,1,101050,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03215,Grayhole
504032,2503,1,504032,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.02543,Grayhole
304072,2253,1,304100,0.0,1,25,0,0,0,0,0,0,0,0,145.321,0.0,0.03521,Grayhole
308075,1803,1,308100,0.0,1,24,0,0,1,0,0,0,0,0,160.234,0.0,0.04567,Grayhole
603025,2803,1,603100,0.0,1,27,0,0,0,0,0,0,0,0,0.0,0.0,0.03567,Grayhole
101050,3003,1,101050,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.04215,Grayhole
303055,2353,1,303055,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.04523,Grayhole
203045,1503,1,203045,0.0,1,25,0,0,0,0,0,0,0,0,130.579,0.0,0.04213,Grayhole
903045,2753,1,903045,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.03521,Grayhole
305078,2203,1,305100,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.02834,Grayhole
903025,2503,1,903025,0.0,1,24,0,0,0,0,0,0,0,0,130.521,0.0,0.03456,Grayhole
405035,2203,1,405100,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03456,Grayhole
404037,2203,1,404037,0.0,1,25,0,0,0,0,0,0,0,0,80.2345,0.0,0.03456,Grayhole
605032,2803,1,605032,0.0,1,24,0,0,0,0,0,0,0,0,120.543,0.0,0.03845,Grayhole
702055,2553,1,702100,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.02567,Grayhole
101005,3103,1,101005,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03215,Grayhole
103055,2203,1,103055,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.02534,Grayhole
101025,2503,1,101025,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.03456,Grayhole
302055,2103,1,302055,0.0,1,24,0,0,0,0,0,0,0,0,145.234,0.0,0.02543,Grayhole
405032,2203,1,405100,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.03521,Grayhole
704005,2203,1,704100,0.0,1,23,0,0,0,0,0,0,0,0,140.567,0.0,0.04523,Grayhole
903050,2503,1,903100,0.0,1,27,0,0,0,0,0,0,0,0,160.234,0.0,0.02897,Grayhole
804075,3203,1,804100,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03825,Grayhole
302045,2753,1,302045,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.035,Grayhole
301050,2803,1,301050,0.0,1,25,0,0,0,0,0,0,0,0,130.567,0.0,0.04563,Grayhole
805032,2203,1,805032,0.0,1,24,0,0,0,0,0,0,0,0,140.234,0.0,0.03876,Grayhole
305033,2503,1,305033,0.0,1,24,0,0,0,0,0,0,0,0,145.234,0.0,0.02345,Grayhole
302075,2503,1,302075,0.0,1,20,0,0,0,0,0,0,0,0,120.568,0.0,0.03521,Grayhole
301025,1203,1,301025,0.0,1,25,0,0,0,0,0,0,0,0,50.0,0.0,0.05234,Grayhole
407035,2203,1,407035,0.0,1,24,0,0,0,0,0,0,0,0,150.123,0.0,0.0352,Grayhole
105072,2203,1,105100,0.0,1,25,0,0,0,0,0,0,0,0,145.234,0.0,0.0352,Grayhole
205034,2303,1,205034,0.0,1,23,0,0,1,0,0,0,0,0,120.5,0.0,0.02835,Grayhole
307055,2203,1,307055,0.0,1,27,0,0,0,0,0,0,0,0,120.5,0.0,0.045,Grayhole
302055,2753,1,302055,0.0,1,25,0,0,0,0,0,0,0,0,120.567,0.0,0.03521,Grayhole
304056,2603,1,304100,0.0,1,25,0,0,0,0,0,0,0,0,130.543,0.0,0.04567,Grayhole
